text	label
꾸준히 먹어 볼께 요감사합니다	1
강하게 조여줘도 밑으로 흘러내려와요	0
하루를 못 버팁니다	0
벨트가 넘크서인지 안 맞고 약간 따뜻하기만 하고 뜨겁진 않네요	0
배송 개판인데 본사 직원은 빤한 맨트와 책임 회피를 위한 발언만 함 기본적인 대 고객 대응 메뉴얼도 없어서 대화 스킬 빵점 태도와 자세도 빵점	0
가격 대비 구성이 좋앗습니다	1
배송 빨리 오고 좋아서 재구매했써요	1
고기는 따로 구매해서 써야겠어요	0
그래도 잘 먹어요	1
같이 산 친구들도 다 안 맞음 ㅎㅎㅎ	0
딱 먹기 좋은 사이즈로 싱싱하고 맛납니다	1
건강하게 잘 자라 번데기가 되었고 성충이 나왔습니다	0
구매자 리뷰를 보면 커버가 깨졌다는 글들이 간 간히 보이던데 저도 깨졌네요	0
너무 좋으네요	1
떠리몰에서 이동 돼지갈비 먹다가 흑돼지라고 해서 멋었는데 참 거시하네요	0
지금까지 사용했던 것은 줄이 약간 늘어나서 탄력이 있어 고양이가 발톱으로 잡아도 안전했는데 이것은 줄이 늘어나지 않아 공중에서 잡았을 때 발톱이 빠지지 않을까 걱정됩니다	0
끈적거리고 이 상한 냄새가 나 고 손에도 묻음 스트레스 볼 표면에 수많은 스크레치가 나 있음	0
순하고 트러블 없어서 좋아요	1
국내 배송보다 상자가 깨끗 애들 먹기 딱 좋은 맛 아이들이 포도 주스 또 달라고 더 먹으려고 해요	1
마감 너무 별로 고 돈 아까워요	0
냄새가 굉장히 심합니다	0
싸구려지만 너무 하네요	0
받은 우산은 비가 새서 교환했습니다	0
생각만큼 강하지 않고 그 대신 비누라 거품은 아주 잘 나지만 조금 당기는 느낌은 있어요	1
재구매 이 사료랑 기존 먹이는 거랑 섞여 먹이는데 털도 반지르 하고 파포먼스 좋아요	1
끼웠다가 빼는 과정에서 옆구리 바로 깨짐	0
상품평이 좋아서 바로 주문 햇는데 좀 아쉬워요	0
합니다 ㅠㅠ	0
판매자님 주의해서 파셔얄듯 이걸로 패티 마니만드실 텐데 별로 네요	0
드레스룸에도 다용도실에도 설치해서 실용적으로 잘 사용하고 있습니다	1
싸서 주문해 봤는데 역시나 용도는 아가들 배설물 처리 용이지만 몇 번 풀면 두께가 확 줄어드니 배송은 빨라서 맘에드네요	0
힘들게 고생했는데 효과는 미 미한 것 같습니다	0
키 위드레싱은 무슨 양념이 치 약짜듯 나오고 맛이 이삭이랑 전혀 달라요	0
구굿 ㅋㅋ 감사합니다	1
4면을 주문했는데 2면이 왔네요	0
스판기 없고 통풍 안 됨	0
수율이 정말 좋아요	1
앞 밑 위가 넘 짧아요	0
일부 제품은 상태가 좀 안 좋더군요	0
너무 잘 떨어지네요 ㅜ	0
비싸요 너무 비싸요 아쉬워서 사요	0
빠른 배송과 배송 상태가 마음에 듭니다	1
쪽 가위 포장 비닐을 잘라 보았더니 싹둑 잘리네요	1
안타깝게도 전 이거 먹으면 배가 살살 아파요	1
제일 기대했었는데	0
기 대중입니다	1
호환이 될 줄 알 구 구매했는데 순정 하구는 호환이 안 되더라구 요 설명을 잘 읽어봤어야 했는데 아쉽네요	0
생각보다 넘 얇네요	0
밥맛이 좋네요 ㅋㅋ	1
리뷰 왜 좋은지 모르겠네요	0
가격 대비 엄청 좋아요	1
전 돈 아깝드라구요	0
그래서 한 번 쓰고 다른 지인 좋어요	0
원래부터 쓰던 제품이라 향 수 없이도 충분히 좋은 향나서 이 거 하나만 씁니다	1
한여름에 배만 가볍게 덮으려고 샀어요	1
배송 제품 만족해요	1
애 때문에 매트 하잖아요	0
지퍼 도약하고 장농을 살 걸 후회가 막심하네요	0
탱글한 식감을 원했는데	0
위 그림에 있는 그대로 주문하였는데 실제 받은 물건은 코너 선반 외 다른 상품은 내가 구입한 물건과는 전혀 다른 상품입니다	0
규 아르에서 산 이불 중 가장 만족합니다	1
선물하기도 좋아요	1
안에서 벌레가 나왔어요	0
새우 냄새 난다는 분 있다고 하셨는데 전 잘 모르겠네요	0
두 개나 샀는데 어쩌죠	0
배송도 빠르고 운동 할 때 잘 쓰고 있어요	1
볼펜은 좋은데 샤프는 안 좋아요	0
사이즈 때문에 그냥 설치 사용하고 있지만 가격 대비 품질은 아주 별로입니다	0
뿌리다시마 좋아요	1
매콤하고 가오리도 큼직하고 너무 너무 맛있어요	1
3번째 구매해서 먹는 제품입니다	1
고장 금방 나서 별로예요	0
가나다 라마바가 아가다 다가	0
좀 두툼할 줄 알았는데 생각보다 얇아서 아쉽네요 ㅠㅜ	0
자일리톨 코딩이 너무 과 해요	0
같이 신청했는데 같은 날 같이 배송이 되었다면 좋았을 꺼에 요 배송비 15000원이라고 하셨는데 25000원을 받으셨어요	0
전 진짜 별론데요	0
100리터는 커서 겨울옷 들어갈 거 같고 요 44는 너무 작아 요 애길 옷 넣어야 겟어요 ㅠㅠ	0
가족대로 사이즈에 맞게 잘 사용 중입니다	1
조금 약한 듯 합니다	0
다우니 썻는데도 그래요	0
운동할 때 잘 쓰고 있습니다	1
송장 분실로 고생 끝에 결국 받앗 네요	0
가성비갑 가성비갑 입니다	1
낚시대로 잡으면 그만이 지 낚시대 들고 해서 잘 잡히니깐 하지 말라 하네요 ㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ	0
그냥 한 철용	0
금호전기 꺼라 믿고 쓸 수 있어 좋아요	1
열무김치가 먹을 만해서 포기 배추 김치를 주문했는데 수요일에 배송 시작한 게 토요일 오후에 배송되서 아이스박스가 부풀어 터져서 배송 됬어요	0
디자인 귀엽고 바람도 너무 쉬원해요	1
많이 얇고 먼지도 잘 붙고 반품하려다 귀찮아서 그냥 씁니다	0
예상했던 맛은 아니지만 애가 먹긴 하네요	1
집에서 물품들 소독하고 살균하려고 샀는데 용량이 엄청 커서 오래 사용할 수 있겠어요	1
겁나 느림 다신 안사요	0
곧 빠질 거라고 생각해요	1
자석버클이 신기하네요	1
사진이랑 너무 달라요	0
1일 1팩 해볼께요	1
남편이 계속 쓰는 제품이라 주문했어요	1
근데 스티로폼 박스가 깨져서 와서 ㅜㅜ	1
그래서인지 식은 생 어 묵 맛이 났습니다	0
아주 만족스럽습니다 가볍고 아주 좋네요	1
재구매 항상 구매해서 사용하는 거라 잘 쓰고 있습니다	1
싼게 비지 떡 ㅠㅠ 한번도 제대로 쓸 수가 없네요	0
친구 꺼 한 번 맛보고 샀네요	1
배송 느림 귀차나서 그냥 반품안함	0
한 치 수 작은거 사도 될 것 같아요	1
레시피대로 했는데 많이 기름지네요	0
괜히 샀어 여 ㅠㅠ	0
필름 없이 살고 있어요	0
가성비갑 112233	1
양 많고 가성비 좋아요	0
올이 조금 나갔던데 그래도 이 뻐요	0
강추강 추 합니다	1
그러나 아직 효과는	0
재구매 두고두고 먹네요	1
구형은 설치하는데 20분이면 되었는데 신형 브라켓은 구조부터 가 선을 빼니기도 정말 불편하고 작업성이 떨어집니다	0
세븐나이트 2탄이면 일단 내가 2탄 제품을 산 거고 제가 1탄도 산 것도 아니고 ㅋㅋ 루비 5개가 들어오길래 문의 햇더니 카드 교체를 해준다 하네	0
가벼워서 위치 변경도 쉬워요	1
자극이 덜하다고 해서 삿어요	1
귀차나서 잘 안 하게 되여	0
정품 아이폰 실리콘 케이스 사용 중인데	0
가슴 부분이 불편합니다	0
변색은 안 되지만 내 구성은 쩜떰 ㅠㅠ	0
제가 좀 마른 체형에 가슴이 작아서 그런지 입었더니 가슴 둘레가 붕 떠요 ㅜㅜ 결국 저는 못 입고 동생에게 토스	0
건조기 돌리면 확 줄어듭니다	1
히터트니까 떨어져서 다시 붙임 ㅜㅜ	0
쉽게 교체할 수 있고 무엇보다도 닦기 편하고 깨끗해서 좋아요	1
알이 커서 잘 보이구 이 뻐요 보조베터리로 켰다	1
설마 이 거 고민하시는 분 계시면 시간 낭비 말고 사세요	1
설 때 시켰더니 이제야 왔네요	0
간장소스 한 개만 들어 있음	0
구성은 좋은데 젤 색이 흐리 멍텅한 것이 발색별로 구요	0
사이즈도 괜찮고 맛도 있어요	1
좋아하셔서 저두 좋네요	1
만듬새가 별로네요	0
저렴하고 깔끔하고 배송이 매우 빨랐어요	1
세 봉지 소분해서 보관했어요	1
무조건 여기서 재구매할래요	1
너무 기대하시고 사시면 안 되요	0
별로 안 따뜻ㅎ해요	0
혼자 충분히 할 수 있어요	0
넘나크고 투박 냉장고에 넣어두고 쓰기엔 습기 때 매 미끄러워 사용하기 불편	0
입력한 날짜에 차가 없으면 가능한 다른 날짜로 여 약이 됩니다	0
배송도 빠르고 집에서 홈카페 즐길 수 있어서 좋았습니다	1
다른 건 몰라도 향은 너무 머리 아파요	0
가격이 좋아 구매하게 되었어요	1
반건조도 아닌 거 같고 포장은 진공 포장되서 괜찮은 듯 보이지만 안에 물기땜에 오징어의 기 본짠 맛은 다 어디간 건지	0
기본 폴대는 튼튼하긴 한데 무게가 좀 있는 편이에 요ㅎ	1
아주 아주아주 아여	1
깔끔하고 간편하고 너무 좋아요	1
홈쇼핑처럼 꿀 촉촉한 표현은 찾을 수 없고 커버력도 없고 건조해 보이고 톤업도 없고 배송은 빠른데 저렴하게 잘 샀는데 제품은 저는 별로 네요ㅜ	0
맛도 좋고 고기도 맛있네요	1
엄청 맛나게 먹었어요	1
재구매 신선하게 잘 배송되었습니다	1
넘 쉽게 파손돼요	0
급하게 나갈 때 그냥 들고 나갈 수 있어서 너무 좋네요	1
호주가 서 구매하세요	0
문자로 안 오고 기프티콘 앱 깔고 회원 가입해야 보이네요	0
상품받고 바로 비닐 포장을 풀었는데 플라스틱 조각이 떨어져서 살펴보았더니 사진과 같습니다	0
먹어보면 알겠지요	0
재구매 싼 맛에 기호성운 그냥 저냥	1
여름에 인 견만큼 시원한 재질이 없어요	1
보습과 촉촉함은 만족 하나 기본 고쿠쥰 보다 더 좋다고는 하기 어렵네요	1
기존에 쓰던 제품입니다	1
직접 현장 결제보다 더 저렴해서 좋구 볼 것도 많아요 ㅋㅋ	0
빠른 배송 및 가격이 착해서 좋습니다	1
담당자 전화 받아서 의문점을 해결해주세요	0
사이즈도 따 악 맞네요	1
새우가 다 녹아서 물이 질질해서 왔음 탈 날까봐 버렸음	0
국물이 맛있어서 따로 많이 먹었어요	1
사이즈는 간단히 들고 외출하기 좋은 것 같아요	0
차에 있는 다양한 크고 작은 뭐가 없어진다는 건지	0
맛도 별로 고 사이즈 넘 작네요	0
오렌지 핑크 컬러도 이 뻐요	1
다른 건 몰라도 곱창은 그냥 전문점에서 드시길 제 입장은 두 번 다시는 구매 안 합니다	0
따수워 보이네요	1
아직 써보진 않았지만 예방될 걸 기대하며	1
평이 좋으니 좋을 거 같습니다	1
소라는 엄지 손가락 만한 작은 거 보내줌 그냥 찜용이면 모를 가 구이용은 아님 혹시 내 방 수령시 싱싱할지 모르겠네요	0
싸이즈가 그럭저럭	0
윗쪽이 넓어 씻기도 좋을 것 같아 맘에 들어요	1
아침이면 늘 먹던 거에 요 아이들 배변도 좋고 너무 좋아해요	1
얇아 요ㅠ 생각보다 별로예요ㅠ	0
가격만큼인 듯 손에 뭍어나요 ㅠ	0
봄에 어울리게 색상이 산뜻하고 예쁩니다 가격이 조금 비싼 것이 아쉽지만 그만큼 튼튼할 것이라 기 대합니다	1
자석이 별로 안쎄서 줄이 헐거워져요	0
세정력도 좋은 지 모르겠고 너무 묽어서 그냥 물로 씻는 느낌이네요	0
지금 쓰고 있는 트리트먼트 제 다 쓰고 다시 리뷰 하겠습니다	1
배송이 무지 빨랐습니다	1
사용 전이지만 만져보니 좋은 것 같아요 ㅎㅎ	1
뭐 먹다가 쏟아질까봐 못 쓰겠어요	0
그래도 가격이 저렴해서 부담은 없습니다	0
선물용으로 구매 햇는데 립스틱도 넣어주셨어요	1
재구매 이번에 로 잘 주문했어요	0
사이즈가 좀 작더라구요	0
꼼꼼한 제품	1
엘라이스 마테즈 코코아 트러플 초콜릿 먹다가 이 거 트뤼플 프렌치 먹어보니 너무 실망스럽네요	0
배송 빠르고 구성도 아주 좋네요	1
한번 뱅 기 타고 오는데 벌써 밑쪽이 찢어짐 ㅠ 딱 그 가격	0
배송비 때문에 2개 샀었는데 빨리 써버리고 다른 치약 써야겠네요	0
재구 매릉 몇 번 하는데	0
촉감도 좋구요	1
이상 없음	1
배송부터 별 루고 남편 회사로 보냈더니 포장이 다 비쳐서 뭔지 뜯어봤다네요 포장을 어찌했길래 싼 거니 싼티나는 건 당연한 데 너무 별루	0
길이도 적당하고 재구매 의사 있습니다	1
이게 원래 13만원 2만9천원보다 못하네요	0
그냥 일반적인 건강식품인 것 같은데 가격은 상당히 높고 효과는 별로 없고 그렇네요	0
받은 지 이틀 정도 됐는데	0
식사 후에 속 불편함이 많으셨는데 알아보니 양배추환이 좋다	1
좋은 상품 정말 정말 좋은 상품이라고 생각합니다	1
레몬 100 라 인위적이지 않는 새콤함이 가득 담긴 맛이구요	1
잘 작동했으면 좋겠네요	1
딱 그 가격만큼 다시 비싸도 오래 쓸 수 있는 단단한 롤 구매했네요	0
일단 그래 이 화이트라기보단 거의 화이트에 가깝 구요	0
가성비 조아요	1
몰랐는데 토이저러스에서 파네요	0
참고하고 구매하세요	1
쇼파 네이비지만 블랙 같아 요 쿠션감은 푹신 하진 않치만 깔끔하니 만족합니다	1
바로 잘 받았습니다	0
그냥 먹던 거 시킬 껄	0
펄 입자가 너무 커서 촌스러워요	0
양념병 생각보다 크네요	1
사자마자 줄 마감제가 끊어졌네요	0
이건 더 써봐야 알 듯 하네요	1
오징어도 다녹아 있고 보기에도 그리 싱싱하지 않고 녹은 탁한 물이 흐르네요	0
누빔인데 톡톡하지가 않네요	0
평소 청바지 27 28 입는데 네이비 크지도 작지도 않고 딱 적당합니다	1
냄새가 ㅜ너무 나요	0
미끄럼 방지 효과가 별로에요	0
상품 포장도 한 번 더 하셔야 할 듯 커트 칼로 쭉 그었네요	0
작다는 리뷰에 큰 거 산 건데 안정감이 전혀 없어요	0
팩을 하고 나서 편안한 느낌보다는 약간 따가운 느낌이 있네요	0
패드 안쪽에 돌기 있어서 별로 이네요	0
재구매 배송 빨라 여 좋아 여 ㅎㅎㅎ	1
서랍장 밑에 바퀴를 고 정시키는 나사 1개가 빠져서 왔습니다	0
스마트 스토어 작은 친구들 토끼 기니피그 친칠라 복층형 하우스 80 네이비 ㅋ	1
충전되는 속도가 엄청 빠르네요	1
재구매 배송 완료 떠 있는데 없어서 한참 찾았는데 알고 보니 물건 보내지도 않고 배송 완료 처리하셨더라구 요 회사에서 시킨 거라 얼마나 놀랬던지	0
운동 효과는 좋지만 며칠이나 쓸 수 있을지 모르겠네요	0
가격은 많이 저렴한데 품질이 떨어지네요	0
아직 3일째라	1
제품이야 다 거기서 거기겠지만 다시는 여기서 안살 것 같습니다	0
너무 시원해요	1
켈로이드 효과 못 보고 있네요	0
배송에 문제가 좀 있긴 했지만 전에 쓰던 건데 싸게 구매해서 좋아요	1
사이즈도 딱 맞고 한 가지 흠이라면 ㅋㅋ시끄러워요	1
배송 느렸는데 그건 그러다 치더라도 상태가	0
새끼손가락에 낄 실반지 찾고 있었는데 가격도 착하고 귀걸이 구매하는 김에 같이 했어요	1
걍 레깅스라기보다 내복 같아요	0
큰 걸로 주문했는데 너무 작은 게 왔어요	0
역시 온라인은 실망스럽네여	0
아이라인 너무 번져요	0
양이 모자랄꺼 같아서 각종 채소도 썰어 넣었어요	1
맘에도 들고요 판매자 문의에도 남겼지만 지우개 2개 로 써놓고 1개 배송 잘못된 정보였다 라고 끝 하니	0
배송 자체 이 해가 안 됨	0
밤맛이 정말 고소하고 부실하지 않네요	1
물건 보니까요	0
제품이 부드럽고 만족스러워요	1
사용해보니 방 수천이라 세지도 않고 너무 맘에 듭니다	1
맛 잇게 잘 먹고 있어요	1
포장이 고급스러워졌어요	1
선물용 딱	1
엄청 늦게 기다리고 받은 거 치고 실망이 커요	0
회전하는 게 시원찮아요	0
이렇게 더운 날씨에 에 휴 반품할까 하다 더운 날씨에 보관도 그렇고 아이들 먹을 꺼라 찝찝하네요	0
뭔가 기존보다 커버력이 살짝 못한 것 같긴 한데 시원하고 여름에 쓰기 딱 좋아요	1
자전거가 안전하고 모양이 예쁘서 아이가 많이 좋아 해요	1
단독으로 입기에는 안 되겠네요	0
오랫동안 구매하게 요ㅋㅋ 적극 추천	1
진짜 손질도 다 되어와서 딱 좋구요	1
음 김치가 넘 달아요	0
깨진 것도 많고 죽은 것도 많고 크기도 작고 가격은 만족스럽지만 상품은 별로 네요	0
생각보다 동력 세고 디자인도 좋아요	1
처음에는 상태 좋았는데 며칠 지나니 쪼글 쪼글 재구매였는데 첨 산 건 안 그랬거든요	0
그리고 개별 포장이라서 위생적이구요	1
전 좀 징그럽네요	0
오자마자 고장 났어요 ㅠ	0
신발장 주문하고 너무나 많은 절차가	0
촉촉한 데 막 그렇게 좋은 건 모르겄 음	0
저는 똥손이라 못하겠어요	0
요샌 다 그레이 색만 눈에 들어 오네요	1
지탱하는 힘이 너무 약해요	0
바퀴 불량 타이어 불량인지 몰라도 꿀렁거림 교환 귀찮아서 그냥 씀	0
할 수 없어 주긴 했지만 다신 주문안 할래요	0
유축 후 팩에 넣지 않고 통에 넣어서 냉장고에 보관하기 용이해요	1
ㅋ ㅋ 킆 ㅋ 프 틐 ㅋ 틏 ㅋ 프 ㅋ늪 ㅋ 틐 픜 ㅋ ㅋ 픝 ㅋ ㅋ ㅋ 킆ㅋ ㅋ ㅋ ㅋ ㅋ	0
색상도 모던 하구요	1
다른 곳에서 사시는 걸 추천 초 당 사면서 이 정도로 상태 안 좋은 거 산거는 처음 이네요	0
박스 상태는 나름 괜찮게 왔습니다	0
그냥 면 남방이예요	0
늘 쓰는 제품인데 저렴하게 구매할 수 있어서 좋았어요	1
보통 기 본적인 미숫가루 맛이 안나요	0
재구매 제가 여기서 1월 13일에 두개를 구입했는데 두개 다 한 달 만에 고장이 나서 다시 삽니다	0
에센스도 많고 사용하고 나면 촉촉해서 좋아요	1
타코는 참 맛있게 먹었는데 밀푀유나베는 고기랑 야채 상태가 너무 안 좋네요	0
다른 곳과 비교하면 가격이 비싸네요	0
망고 주스 사먹엇어요	1
크기 살짝 낙낙하게 제작해서 보내주셔서 침대 매트리스 사이에 쏙쏙 넣어서 사용 중입니다	1
주문한 색깔품절이라고 실수인지 고의 인지 다른 색깔 보내놓고 교환신청하니 맞교환으로 빨리 보내줘야지 처리도 엄청 느리고 다시는 이용 안하고 싶어요	0
빨라서 매우 좋습니다	1
쿨 이라고 하지만 향이 자일리톨인 거 빼고 시원한 느낌도 없어요	0
사진하고 아주 다름	0
쓰던 거 주나요	0
한 번 세탁했어요	0
재구매 제품은 만족스럽습니다	0
등교 시작인데 보관함이 필요할 것 같아 주문했어요	1
너무 별루에 요 여러 개 샀는데 하나 써보고 나머 진 버렸어요	0
매번 재구매하는데 포장이 좀 꼼꼼했으면 좋겠습니다	0
음 너무 접착력이 쎈거 같아 요 뗄 때 아픕니다ㅠ 평에 비해 생각보다 아쉽네여	0
씻을 때마다 엄청 따듯해요	1
지금까지 다른 나라 여행 다님 늘 포켓 와이파이 썼는데 유심이 속 편하겠더라구요	1
싸고 내 구성도 좋고 배송도 좋아요	1
생각보다 되게 크고 묵직한 느낌이에요	1
사이즈 너무 작네요	0
반짝이 가 엄청 떨어져요 ㅜ ㅜ	0
홍조가 엄청 많이 잡혔어요	1
까만색 부분 다 까졌어요 ㅠㅠ	0
부드럽진 않네요	0
12개 시켰는데 24개 와서 택배기사님 고생시키고 하나는 터져서 왔어요	0
무책임 다시는 사고 싶지 않음	0
유통기한이 6개월 밖에 안 남은 거요	0
색상 빼곤 다 마음에 들었어요	1
끼울 때 발견해서 교환 신청도 못하겠네요	0
생각보다 별로 요 후기 보니 없어진다는 데 전 시간 가니까 없어진 듯 돈 아까움	0
면모달 팬티 좋네요	1
흠 여기서 두 번째 구입인데 쫌 실망스럽네요	0
기간 지나서 구매 확정되고 퉤퉤	0
뭐 물건 자체는 잘타고 괜찮아요	0
밧 데리가 넘 짧아요	0
건조기 돌렸더니 작아지긴 했어요ㅠ	1
전에 다른 데서 주문해 먹어보구 여긴 첨인데요	1
오동나무 블랙 깔끔하네요	1
굿이에 요 요즘 넘더워 하루에 샤워를 세 번씩 하는데 스포츠 타월 덕에 수거은 마니안 써서 좋네요	1
저녁 이 되면 팬더가 되네요 ㅜㅜ	0
재구매 항상 여기서 삽니다	1
드라이버 안 받아도	1
50개에 30개 더해서 구매했는데 전 증정용을 보낸다는 그 어떤 공지를 보지도 받지도 못했는데 말이죠	0
시댁에 보내드렸는데 싱싱하고 달고 맛있다고 합니다	1
무게를 확인하고 보내는 건가요	0
다음번에는 아드님과 세트로 주문해야겠어요	1
마라맛은 선물하고 먹어보지는 않았는데 특이하고 맛있다고 하시네요	1
진청이랑 같이 구매했는데 진청보다 사이즈가 크네요	0
생각보다 고기가 정말 크고 맛있었어요	1
무불소쓰다가 저불소로 넘어왔는데요	1
배송도 빠르고 낙지들도 싱싱해서 잘 먹고 있습니다	1
내구성이 좀 아쉽내요	0
전혀 안달아요	0
크기가 너무 작아 아쉬워요	0
네이버 쇼핑에서 몇 백개를 구매해 보지만 처음으로 1점 드려 봅니다	0
프라켓이랑 등 연결하는 부위 구멍이 너무 커서 제대로 고정이 안 되고 너무 헐허렁해서 좀 불안불안하네요	0
어떻게 사용하는지 몰라서 박혀 있습	0
평소 입던 건 좀 두꺼웠는데	1
이 가격에 패드 이불 베개 커버 까지 라니 만족합니다	1
좋은 음악 많이 해주길 기대해요	1
예뻐서 샀는데 플라스틱 살 껄 후회 중입니다	0
바오 고장 불량이네요 ㅠㅠ	0
여태까지 사료시키면 간식이나 사료 샘플 받았었는데	0
소재는 부드 넙고 편한데 약간 두껍고 길이가 생각보다 짧아서 불편해요 ㅠ	0
사생활 보호 기능이 있다고 해서 구매 해봤는데 사생활 보호 자체는 매우 잘 되지만 화면 화질이 떨어져 보이는 문제점이 있어요	0
그러나 정품 몬테라고리 고리 부분이 낮아서 사용 불가능함 정품이 사용 불가하다고 미리 말해 말해줘야 되는 거 아닌가요 응급처치로 상품 포장할 때 사용된 철끈으로 연결해서 사용했음	0
맛이 별로예요	0
저렴산 가격에 다양하게 살 수 있어서 넘 좋네요	1
국산 이 야 믿고 사용하지만 폭등하는 가격 때문에 할 수 없이 구매하였는데 일회용으로 새기 고 쓰야지	0
좋아하는 분들 많아서 큰 용량 했는데 잘 안 써지네요	0
수화부를 보호하기 위해 스티커를 붙인 다음 진행했습니다	0
부착 용이성 상품 안내	0
홈트하려고 구입했습니다	1
싼티 안나고 다만 제가 240이고 발볼이 있는데도 뒤꿈치가 커요	1
구매한 것 다 좋았는데 이것만 거품이 너무 안나요	0
부드럽게 잘 열고 닫히는 건 좋은데 제품마다 다 열린 길이가 조금씩 달라서 끝까지 열 경우에 서랍이 약간 삐둘 어 지네요	1
소재가 목재여서 그런지 아니면 얼굴 접촉의 롤러 부위와 본체 부위의 연결이 조 악해서인지 데굴 데굴 잘 굴러가지 않습니다	0
이렇게 편리한 게 있는지 몰랐네요	1
사라사라시트 필요해서 구매했어요	1
다른 곳보다 저렴하고 아주 좋아요	1
재구매 첫 번째 산 거 사용했다고 떠서 문의 드렸는데 답장이 안 와서 새로 샀습니다	0
주위에서 부탁해 재구매 했어요	1
배송 빨라 요 꾸준히 먹음 효과 있겠죠	1
출산 후 다이어트 후에 입어야 될 것 같아요	0
두 가지 색상으로 구매했는데 만족합니다	1
그냥 큰 대로 신어야 겟어요	1
그렇다고 고장 전에 잘 된 것도 아닙니다	0
첫 아이 초음파 사진도 이 거라서 둘째 초음파 사진도 다른 색으로 재구매 초음파 사진은 시간이 지나면 잉크가 날 라가서 반드시 접착식으로 보관하셔야 합니다	1
안 된다고 설명 나와 있으니 잘 보고 사세요	0
제품에 모래와 먼지가 많이 묻어 있었고 제품이 오랜 기간 방치되어 밸크로 찍찍이 가 삭았는지 붙였다가 떼면 밸크로가 부셔지면서 바닥에 플라스틱 조각이 많이 굴러다닙니다	0
손잡이 부분이 너무 짧아서 불편합니다	0
지인들 선물용으로 산 건 아닌데 그렇게 써야 될 듯하네요	0
음 이마트에 보다 넘비싸요	0
푹신해서 좋을 줄 알았는데 베개가 너무 높아서 자고 일어나면 베개가 머리 위로 빠져 있어서 한 번 쓰고 처박아놨어요 ㅠ	0
장착이 조금 어렵긴 한데 괜찮네요	1
거품이 풍부하고 냄새도 좋고 두피 상태도 청결해지는 거 같아요	1
선물로 주신 총각 깍두기도 맛나요	1
후기가 좋아서 구입했는데 글쎄요 잘 모르겠어요	0
생장어 1키로 주문했는데 300 그램이나 부족해요	0
마시 그냥 그렇고 질경	0
아직 얼마 안 써봣지만 흉터 나을 거라 믿어요	1
좀 찌 그러져 있는 느낌 그것 빼고는 가격 대비 괜찮네요	0
배송은 빠르지만 트롤리 카트를 조립하는데 구멍 한 곳이 나사가 잘 안 들어 가고요 그리고 한 선반에서는 살짝 찌끄러져서 왔네요 ㅜㅜ	0
오랜만에 시켜먹는 씨 알상사 여전히 맛 좋아요	1
음 어떻게 해도 포니테일이 안 되네요	0
흡수되기보단 바로 증발되는 느낌으로 보습력을 기대하면 안 될 것 같습니다	0
가격이 진짜 착합니다	1
싸서 산 게 죄죠 사무실 의자가 너무 오래돼서 세 개 주문했는데 뒷모습도 후지고 앉아보니 흔들 흔들 너무 가볍고 그냥 그래요	0
이 가격에 질도 만족 배송도 빨라요	1
위생과 편리함을 모두 잡은 제품이예요	1
제가 오늘	1
사은품도 많이 주시고 언제나 끈적거리지 않게 잘 쓰고 있어요	1
조립도 어렵지 않고 튼튼하고 예쁘네요	1
생각보다 별로예요 ㅠ	0
더 큰 걸로 구입할 걸 ㅠㅠ	1
이 회사는	0
매일 매일이 즐거워요	1
그 이외에는 괜찮습니다	1
가격만 조금 비싼 것 외엔 만족합니다	1
친정집에 손목이 아파 손잡이 불편하다 하셔서 교체했는데 정말 손쉽게 교체했어요 ㅎㅎㅎ	1
가격 대비 너무 만족이구요	1
양파즙은 생각보다는 진하지 않았지만 향은 있어요	1
배송 늦고 부착하기 불편함	0
비둘기가 오질 못하네요	1
많이 실망했네요	0
옷이 안 미끌어지고 가볍고 넘 좋아요	1
인터넷으로 버터 검색해서 처음	1
알아서 구매하세요	0
매트 커버가 색이 이 쁜 것 같아요	1
색은 정말 예쁜데 제 발이 이 상한 건지 구멍이 잘 나서 아쉽네요	0
아이가 기존의 면보다 덥다고 안 입네요	0
남편이 2중 바닥 아니라 고 너무 얇아서 불만이 많네요	0
포장 배송 상태 만족합니다	1
재구맨데 이번에는 두 번 빨았더니 바로 목이 늘어나고 있습니다	0
고무패킹이 헐거워요 ㅜㅜ	0
친구 생일 선물로 사줬는데 향이 너무 좋다고 좋아해요	1
열탕소독도 되고 사용해봤는데 너무 좋네요	1
화장대와 전신 거울이 동시에 필요한 상황에서는 정말 최고의 물건이네요	1
휴대 간편하고 낙넉해서 물건 만 땅 넣을 수 있어서 넘 좋더라구요	0
아 손가락 땀 때문에 게임할 때 미끄러져서 브롤 할 때 쓰려고 샀는데 터치가 되다	0
기대했던 거랑 색이 너무 달라서 실망이에요	0
엄청 잘 쓰고 있어요	1
치발기 생각보다 딱딱하고 아기가 잡기에 불편해요	0
세상에 너무 맛있네요	1
간식거리 하나 생겼어요	1
재구매 얼굴이 해사하게 살아요	1
사이즈도 잘 맞고 부드럽고 무엇보다 가성비가 좋네요	1
린 머리 머 리낭러 어린 멀이 미 랑	1
발림성도 그닥 이거 바르고 얼굴에 뭐가 나요	0
저렴해서 또 사 볼까 했는데 싼 게 비지 떡이네요 ㅠㅠ	0
돈 버린 것 같네욧 비추	0
